table,variable,value,label
trip,mode_type,2,Bicycle or e-bicycle
trip,mode_type,3,Bike-share
trip,mode_type,4,Scooter-share
trip,mode_type,5,Taxi
trip,mode_type,6,Smartphone-app ride-hailing service
trip,mode_type,7,Other
trip,mode_type,8,Vehicle
trip,mode_type,9,Carshare
trip,mode_type,10,School bus
trip,mode_type,11,Shuttle
trip,mode_type,12,Ferry
trip,mode_type,13,Transit
trip,mode_type,14,Long distance passenger mode
trip,mode_type,995,Missing
trip,is_access,0,Trip is not access portion of linked trip
trip,is_access,1,Trip is  access portion of linked trip
trip,is_access,995,Missing
trip,is_egress,0,Trip is not egress portion of linked trip
trip,is_egress,1,Trip is egress portion of linked trip
trip,is_egress,995,Missing
trip,transit_access,1,"Walked, jogged, or rolled using a mobility device"
trip,transit_access,2,Bicycle
trip,transit_access,3,Transferred from another bus
trip,transit_access,4,"Scooter, moped, or skateboard"
trip,transit_access,5,Transferred from another rail line
trip,transit_access,6,"Uber/Lyft, taxi, or car service"
trip,transit_access,7,Drove and parked my own household's vehicle (or motorcycle)
trip,transit_access,8,Drove and parked another vehicle (or motorcycle)
trip,transit_access,9,Got dropped off in my own household's vehicle (or motorcycle)
trip,transit_access,10,Got dropped off in another vehicle (or motorcycle)
trip,transit_access,201,SouthWest Prime or MVTA Connect
trip,transit_access,995,Missing
trip,transit_access,997,Other
trip,transit_egress,1,"Walked, jogged, or rolled using a mobility device"
trip,transit_egress,2,Bicycle
trip,transit_egress,3,Transferred to another bus
trip,transit_egress,4,"Scooter, moped, or skateboard"
trip,transit_egress,5,Transferred to another rail line
trip,transit_egress,6,"Uber/Lyft, taxi, or car service"
trip,transit_egress,7,Drove my own household's vehicle (or motorcycle)
trip,transit_egress,8,Drove another vehicle (or motorcycle)
trip,transit_egress,9,Got picked up in my own household's vehicle (or motorcycle)
trip,transit_egress,10,Got picked up in another vehicle (or motorcycle)
trip,transit_egress,201,SouthWest Prime or MVTA Connect
trip,transit_egress,995,Missing
trip,transit_egress,997,Other
trip,unlinked_trip,0,No
trip,unlinked_trip,1,Yes
trip,unlinked_trip,995,Missing
trip,bike_park_location,1,"Inside house/apartment (includes garage, porch, storage area)"
trip,bike_park_location,2,Bike rack
trip,bike_park_location,3,Bike locker
trip,bike_park_location,4,Secured bike room
trip,bike_park_location,5,"Locked to other object (e.g., post, tree)"
trip,bike_park_location,6,Bike-share designated docking station
trip,bike_park_location,7,Unlocked on-street
trip,bike_park_location,8,In a parking garage/ramp/lot
trip,bike_park_location,10,Carried it with me
trip,bike_park_location,997,Other
trip,bike_park_location,995,Missing
trip,scooter_park_location,1,"Inside house/apartment (includes garage, porch, storage area)"
trip,scooter_park_location,2,Bike/scooter rack
trip,scooter_park_location,3,Locker for bikes/scooters
trip,scooter_park_location,4,Secured room
trip,scooter_park_location,5,"Locked to other object (e.g., post, tree)"
trip,scooter_park_location,6,Scooter-share designated docking station
trip,scooter_park_location,7,Unlocked on-street
trip,scooter_park_location,8,In a parking garage/ramp/lot
trip,scooter_park_location,9,Moped-share designated docking station
trip,scooter_park_location,10,Carried it with me
trip,scooter_park_location,997,Other
trip,scooter_park_location,995,Missing
trip,vehicle_park_location,1,Home driveway/garage (yours or someone else's)
trip,vehicle_park_location,3,Parking lot/ramp/garage
trip,vehicle_park_location,4,On-street parking
trip,vehicle_park_location,5,Park & Ride lot
trip,vehicle_park_location,6,"Didn't park (waited, drop-off, drive-thru, gas)"
trip,vehicle_park_location,7,Other
trip,vehicle_park_location,995,Missing
trip,vehicle_park_type,1,Free parking (no cost at all)
trip,vehicle_park_type,2,Used a parking pass (any type)
trip,vehicle_park_type,3,"Paid via cash, credit card, or ticket(s)"
trip,vehicle_park_type,4,"Parking reservation service (e.g., SpotHero, ParkMobile)"
trip,vehicle_park_type,6,Other
trip,vehicle_park_type,995,Missing
trip,vehicle_driver,1,Driver
trip,vehicle_driver,2,Passenger
trip,vehicle_driver,3,Both (switched drivers during trip)
trip,vehicle_driver,995,Missing
trip,tnc_type,1,"Pooled (e.g., UberPool, Lyft Shared)"
trip,tnc_type,2,"Regular (e.g., UberX, UberXL, Lyft, LyftXL)"
trip,tnc_type,3,"Premium (e.g., UberBlack, Lyft Lux)"
trip,tnc_type,995,Missing
trip,tnc_type,998,Don't know
trip,taxi_who_paid,1,I paid the fare myself (no reimbursement)
trip,taxi_who_paid,2,Employer paid (I am reimbursed)
trip,taxi_who_paid,3,Split/shared fare with other(s)
trip,taxi_who_paid,4,Someone else paid 100% (all of fare)
trip,taxi_who_paid,5,Other
trip,taxi_who_paid,995,Missing
trip,taxi_pay,1,$
trip,taxi_pay,2,Don't know
trip,taxi_pay,995,Missing
trip,ev_charge_station,1,No
trip,ev_charge_station,2,"Yes, and I did NOT charge the vehicle here"
trip,ev_charge_station,3,"Yes, and I charged the vehicle here"
trip,ev_charge_station,995,Missing
trip,ev_charge_station,998,Don't know
trip,ev_charge_station_decision,1,Agree
trip,ev_charge_station_decision,2,Neutral
trip,ev_charge_station_decision,3,Disagree
trip,ev_charge_station_decision,995,Missing
trip,ev_charge_station_level_1,0,Not selected
trip,ev_charge_station_level_1,1,Selected
trip,ev_charge_station_level_1,995,Missing
trip,ev_charge_station_level_2,0,Not selected
trip,ev_charge_station_level_2,1,Selected
trip,ev_charge_station_level_2,995,Missing
trip,ev_charge_station_level_3,0,Not selected
trip,ev_charge_station_level_3,1,Selected
trip,ev_charge_station_level_3,995,Missing
trip,ev_charge_station_level_998,0,Not selected
trip,ev_charge_station_level_998,1,Selected
trip,ev_charge_station_level_998,995,Missing
trip,num_travelers,1,1
trip,num_travelers,2,2
trip,num_travelers,3,3
trip,num_travelers,4,4
trip,num_travelers,5,5
trip,num_travelers,995,Missing
trip,num_hh_travelers,1,1
trip,num_hh_travelers,2,2
trip,num_hh_travelers,3,3
trip,num_hh_travelers,4,4
trip,num_hh_travelers,5,5
trip,num_hh_travelers,6,6
trip,num_hh_travelers,7,7
trip,num_hh_travelers,995,Missing
trip,num_non_hh_travelers,0,0
trip,num_non_hh_travelers,1,1
trip,num_non_hh_travelers,2,2
trip,num_non_hh_travelers,3,3
trip,num_non_hh_travelers,4,4
trip,num_non_hh_travelers,5,5
trip,num_non_hh_travelers,995,Missing
trip,hh_member_1,0,No
trip,hh_member_1,1,Yes
trip,hh_member_1,995,Missing
trip,hh_member_2,0,No
trip,hh_member_2,1,Yes
trip,hh_member_2,995,Missing
trip,hh_member_3,0,No
trip,hh_member_3,1,Yes
trip,hh_member_3,995,Missing
trip,hh_member_4,0,No
trip,hh_member_4,1,Yes
trip,hh_member_4,995,Missing
trip,hh_member_5,0,No
trip,hh_member_5,1,Yes
trip,hh_member_5,995,Missing
trip,hh_member_6,0,No
trip,hh_member_6,1,Yes
trip,hh_member_6,995,Missing
trip,hh_member_7,0,No
trip,hh_member_7,1,Yes
trip,hh_member_7,995,Missing
trip,hh_member_8,0,No
trip,hh_member_8,1,Yes
trip,hh_member_8,995,Missing
trip,hh_member_9,0,No
trip,hh_member_9,1,Yes
trip,hh_member_9,995,Missing
trip,hh_member_10,0,No
trip,hh_member_10,1,Yes
trip,hh_member_10,995,Missing
trip,hh_member_11,0,No
trip,hh_member_11,1,Yes
trip,hh_member_11,995,Missing
trip,o_zone,1,Anoka County
trip,o_zone,2,Carver County
trip,o_zone,3,Dakota County
trip,o_zone,4,Hennepin County
trip,o_zone,5,Ramsey County
trip,o_zone,6,Scott County
trip,o_zone,7,Washington County
trip,o_zone,8,MPO outside seven counties
trip,o_zone,9,"In study region, but not in MPO"
trip,o_zone,10,Not in study region
trip,d_zone,1,Anoka County
trip,d_zone,2,Carver County
trip,d_zone,3,Dakota County
trip,d_zone,4,Hennepin County
trip,d_zone,5,Ramsey County
trip,d_zone,6,Scott County
trip,d_zone,7,Washington County
trip,d_zone,8,MPO outside seven counties
trip,d_zone,9,"In study region, but not in MPO"
trip,d_zone,10,Not in study region
trip,mode_type_detailed,1,Northstar 
trip,mode_type_detailed,2,"Light rail (e.g., Blue Line, Green Line) "
trip,mode_type_detailed,3,Other rail 
trip,mode_type_detailed,4,School bus 
trip,mode_type_detailed,5,"Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line) "
trip,mode_type_detailed,6,Express bus 
trip,mode_type_detailed,7,SouthWest Prime or MVTA Connect
trip,mode_type_detailed,8,Local fixed-route bus
trip,mode_type_detailed,9,Paratransit/Dial-A-Ride
trip,mode_type_detailed,10,Metro Mobility 
trip,mode_type_detailed,11,Employer-provided shuttle/bus
trip,mode_type_detailed,12,University/college shuttle/bus
trip,mode_type_detailed,13,"Other private shuttle/bus (e.g., a hotel's, an airport's) "
trip,mode_type_detailed,14,Vanpool 
trip,mode_type_detailed,15,Other bus 
trip,mode_type_detailed,16,"Intercity rail (e.g., Amtrak) "
trip,mode_type_detailed,17,"Intercity bus (e.g., Greyhound, Bolt Bus) "
trip,mode_type_detailed,18,Airplane/helicopter 
trip,mode_type_detailed,19,"Uber, Lyft, or other smartphone-app ride service "
trip,mode_type_detailed,20,Regular taxi 
trip,mode_type_detailed,21,"Other hired car service (e.g., black car, limo) "
trip,mode_type_detailed,22,Household vehicle 1 
trip,mode_type_detailed,23,Household vehicle 2 
trip,mode_type_detailed,24,Household vehicle 3 
trip,mode_type_detailed,25,Household vehicle 4 
trip,mode_type_detailed,26,Household vehicle 5 
trip,mode_type_detailed,27,Household vehicle 6 
trip,mode_type_detailed,28,Household vehicle 7 
trip,mode_type_detailed,29,Household vehicle 8 
trip,mode_type_detailed,30,Other vehicle in household 
trip,mode_type_detailed,31,Other motorcycle 
trip,mode_type_detailed,32,Work vehicle
trip,mode_type_detailed,33,Friend/relative/colleague's car 
trip,mode_type_detailed,34,Other motorcycle (not my household's)
trip,mode_type_detailed,35,Car rental
trip,mode_type_detailed,36,"Carpool match (e.g., Waze Carpool) "
trip,mode_type_detailed,37,"Carshare service (e.g., Zipcar) "
trip,mode_type_detailed,38,"Peer-to-peer car rental (e.g., Turo, Getaround) "
trip,mode_type_detailed,39,Other car
trip,mode_type_detailed,40,Standard bicycle (my household's)
trip,mode_type_detailed,41,Electric bicycle (my household's)
trip,mode_type_detailed,42,"Borrowed bicycle (e.g., from friend) "
trip,mode_type_detailed,43,Bike-share - standard bicycle
trip,mode_type_detailed,44,Bike-share - electric bicycle
trip,mode_type_detailed,45,Other rented bicycle 
trip,mode_type_detailed,46,Personal scooter or moped (not shared) 
trip,mode_type_detailed,47,"Scooter-share (e.g., Bird, Lime)"
trip,mode_type_detailed,48,"Moped share (e.g., Scoot) "
trip,mode_type_detailed,49,Segway 
trip,mode_type_detailed,50,Other scooter or moped 
trip,mode_type_detailed,51,Skateboard/rollerblade 
trip,mode_type_detailed,52,Boat/ferry/water taxi 
trip,mode_type_detailed,53,Vehicle ferry (took vehicle on board)
trip,mode_type_detailed,54,"Other boat (e.g., kayak)"
trip,mode_type_detailed,55,Golf cart 
trip,mode_type_detailed,56,ATV or snowmobile 
trip,mode_type_detailed,57,Snowmobile
trip,mode_type_detailed,58,Medical transportation service
trip,mode_type_detailed,59,Other 
trip,mode_type_detailed,60,Walk (or jog/wheelchair)
trip,mode_type_detailed,995,Missing
